	Amino Acids Biosynthesis	Hormones Biosynthesis	Aromatic Compounds Degradation	Other Biosynthesis	Superpathways	Bioluminescence	Aminoacyl-tRNA Charging	Chlorinated Compounds Degradation	Degradation/Utilization/Assimilation - Other	Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis	Pentose Phosphate Pathways	Hydrogen Production	Generation of Precursor Metabolites and Energy	Interconversions	Carboxylates Degradation	Siderophore Biosynthesis	Reactive Oxygen Species Degradation	Respiration	Fermentation	Metabolic Regulators Biosynthesis	Electron Transfer	Metabolic Clusters	Chemoautotrophic Energy Metabolism	Inorganic Nutrients Metabolism	Protein Modification	Glycolysis	Mercury Detoxification	Amines and Polyamines Degradation	Fatty Acid and Lipids Degradation	Aldehyde Degradation	Arsenate Detoxification	Detoxification	Seleno-Amino Acid Detoxification	Secondary Metabolites Biosynthesis	C1 Compounds Utilization and Assimilation	Inactivation	Polymeric Compounds Degradation	Cofactors, Prosthetic Groups, Electron Carriers Degradation	Cyanide Detoxification	Steroids Degradation	Antibiotic Resistance	Secondary Metabolites Degradation	Amines and Polyamines Biosynthesis	Acetyl-CoA Biosynthesis	Carbohydrates Biosynthesis	Photosynthesis	Methylglyoxal Detoxification	Carbohydrates Degradation	Biosynthesis	Nucleosides and Nucleotides Biosynthesis	Cell Structures Biosynthesis	Other	Amino Acids Degradation	Protein Degradation	Alcohols Degradation	Aromatic Compounds Biosynthesis	Activation	Storage Compounds Biosynthesis	Hormones Degradation	TCA cycle	Acid Resistance	Fatty Acid and Lipid Biosynthesis	Entner-Duodoroff Pathways	Nucleosides and Nucleotides Degradation
Holospora	0.016129032258064516	0.0	0.0	0.0	0.0079155672823219	0.0	0.5	0.0	0.0	0.03305785123966942	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.01818181818181818	0.0	0.008130081300813009	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02631578947368421	0.0	0.006896551724137931	0.0	0.125	0.0	0.0	0.12307692307692308	0.0273972602739726	0.0	0.008695652173913044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032432432432432434	0.0	0.0
Homo	0.1693548387096774	0.2753623188405797	0.005050505050505051	0.5	0.10026385224274406	0.0	0.5	0.0	0.1935483870967742	0.15289256198347106	0.5	0.0	0.03333333333333333	0.0	0.10606060606060606	0.0	0.5	0.03508771929824561	0.015151515151515152	0.25	0.0	0.14545454545454545	0.0	0.056910569105691054	0.5	0.0	0.0	0.18032786885245902	0.37142857142857144	0.2727272727272727	0.2	0.2	0.0	0.024657534246575342	0.03225806451612903	0.0	0.06521739130434782	0.3333333333333333	0.0	0.0	0.0	0.05454545454545454	0.3157894736842105	0.5	0.1103448275862069	0.0	0.375	0.0782608695652174	0.0	0.4307692307692308	0.0273972602739726	0.6	0.2782608695652174	0.0	0.25	0.03125	0.3	0.0	0.3333333333333333	0.1111111111111111	0.3333333333333333	0.1837837837837838	0.0	0.40540540540540543
Humibacter	0.2903225806451613	0.0	0.005050505050505051	0.0	0.10026385224274406	0.0	0.5	0.0	0.03225806451612903	0.128099173553719	0.25	0.0	0.0	0.05555555555555555	0.16666666666666666	0.0	1.0	0.05263157894736842	0.045454545454545456	0.07142857142857142	0.03125	0.07272727272727272	0.0	0.06504065040650407	0.0	0.4	0.0	0.04918032786885246	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0013698630136986301	0.03225806451612903	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.09090909090909091	0.05263157894736842	0.25	0.06896551724137931	0.14285714285714285	0.125	0.06956521739130435	0.0	0.5384615384615384	0.0684931506849315	0.0	0.17391304347826086	0.0	0.15	0.09375	0.2	0.0	0.0	0.1111111111111111	0.3333333333333333	0.032432432432432434	0.0	0.1891891891891892
Hungatella	0.2903225806451613	0.0	0.005050505050505051	0.0	0.0712401055408971	0.0	0.75	0.0	0.0	0.08677685950413223	0.25	0.0	0.03333333333333333	0.0	0.09090909090909091	0.0	0.0	0.0	0.015151515151515152	0.03571428571428571	0.0	0.07272727272727272	0.0	0.04065040650406504	0.0	0.2	0.0	0.03278688524590164	0.08571428571428572	0.2727272727272727	0.0	0.0	0.0	0.0013698630136986301	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.07272727272727272	0.05263157894736842	0.0	0.04827586206896552	0.0	0.25	0.12173913043478261	0.0	0.46153846153846156	0.0684931506849315	0.0	0.06086956521739131	0.0	0.15	0.09375	0.0	0.0	0.0	0.0	0.0	0.03783783783783784	0.0	0.43243243243243246
Hyalangium	0.25806451612903225	0.0	0.04040404040404041	0.0	0.10026385224274406	0.0	0.5	0.0	0.0	0.128099173553719	0.25	0.0	0.03333333333333333	0.0	0.07575757575757576	0.05263157894736842	1.0	0.05263157894736842	0.030303030303030304	0.07142857142857142	0.03125	0.12727272727272726	0.0	0.056910569105691054	0.0	0.4	0.0	0.08196721311475409	0.11428571428571428	0.18181818181818182	0.0	0.06666666666666667	0.0	0.005479452054794521	0.0	0.0	0.06521739130434782	0.0	0.0	0.25	0.0	0.03636363636363636	0.07894736842105263	0.0	0.04827586206896552	0.0	0.25	0.06086956521739131	0.0	0.5384615384615384	0.1232876712328767	0.0	0.2	0.0	0.15	0.125	0.2	0.0	0.0	0.3333333333333333	0.0	0.08108108108108109	0.0	0.32432432432432434
Hydrocarboniphaga	0.2661290322580645	0.014492753623188406	0.10606060606060606	0.0	0.08970976253298153	0.0	0.75	0.023809523809523808	0.0967741935483871	0.1322314049586777	0.25	0.0	0.06666666666666667	0.05555555555555555	0.045454545454545456	0.0	1.0	0.10526315789473684	0.0	0.07142857142857142	0.125	0.12727272727272726	0.0	0.06504065040650407	0.0	0.2	0.0	0.04918032786885246	0.08571428571428572	0.18181818181818182	0.0	0.06666666666666667	0.0	0.0027397260273972603	0.0967741935483871	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.00909090909090909	0.13157894736842105	0.0	0.06206896551724138	0.14285714285714285	0.25	0.06086956521739131	0.0	0.4307692307692308	0.0958904109589041	0.0	0.1826086956521739	0.0	0.05	0.09375	0.2	0.0	0.0	0.1111111111111111	0.3333333333333333	0.07027027027027027	0.3333333333333333	0.1891891891891892
Hydrogenobacter	0.3225806451612903	0.0	0.0	0.0	0.10554089709762533	0.0	0.75	0.0	0.0	0.1859504132231405	0.75	0.2222222222222222	0.0	0.0	0.045454545454545456	0.0	0.5	0.10526315789473684	0.07575757575757576	0.07142857142857142	0.125	0.07272727272727272	0.2777777777777778	0.16260162601626016	0.0	0.0	1.0	0.0	0.0	0.0	0.4	0.06666666666666667	0.0	0.0013698630136986301	0.12903225806451613	0.0	0.043478260869565216	0.0	0.0	0.0	0.14285714285714285	0.0	0.05263157894736842	0.25	0.09655172413793103	0.14285714285714285	0.0	0.043478260869565216	0.0	0.4153846153846154	0.1232876712328767	0.0	0.08695652173913043	0.0	0.1	0.09375	0.2	0.0	0.0	0.1111111111111111	0.0	0.06486486486486487	0.0	0.08108108108108109
Hydrogenobaculum	0.28225806451612906	0.0	0.0	0.0	0.09234828496042216	0.0	0.25	0.0	0.0	0.18181818181818182	0.25	0.0	0.0	0.0	0.030303030303030304	0.0	0.5	0.12280701754385964	0.06060606060606061	0.03571428571428571	0.1875	0.09090909090909091	0.2222222222222222	0.07317073170731707	0.0	0.4	0.0	0.01639344262295082	0.0	0.0	0.6	0.0	0.0	0.0013698630136986301	0.0967741935483871	0.0	0.043478260869565216	0.0	0.0	0.0	0.14285714285714285	0.01818181818181818	0.07894736842105263	0.0	0.06896551724137931	0.0	0.0	0.043478260869565216	0.0	0.4461538461538462	0.1095890410958904	0.0	0.06086956521739131	0.0	0.0	0.09375	0.1	0.0	0.0	0.1111111111111111	0.0	0.07027027027027027	0.0	0.02702702702702703
Hydrogenophaga	0.47580645161290325	0.028985507246376812	0.16666666666666666	0.0	0.22955145118733508	0.0	0.5	0.11904761904761904	0.0967741935483871	0.3181818181818182	0.25	0.2222222222222222	0.1	0.05555555555555555	0.36363636363636365	0.0	1.0	0.2982456140350877	0.13636363636363635	0.21428571428571427	0.46875	0.14545454545454545	0.2777777777777778	0.16260162601626016	0.0	0.4	1.0	0.26229508196721313	0.2	0.2727272727272727	0.4	0.13333333333333333	0.0	0.009589041095890411	0.22580645161290322	0.0	0.043478260869565216	0.0	0.0	0.125	0.14285714285714285	0.10909090909090909	0.18421052631578946	0.75	0.1103448275862069	0.14285714285714285	0.25	0.10434782608695652	0.0	0.5230769230769231	0.1506849315068493	0.2	0.33043478260869563	0.0	0.35	0.15625	0.3	0.2	0.0	0.4444444444444444	0.3333333333333333	0.13513513513513514	0.3333333333333333	0.2972972972972973
Hydrogenovibrio	0.24193548387096775	0.0	0.0	0.0	0.06596306068601583	0.0	0.5	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.05263157894736842	0.0	0.03571428571428571	0.03125	0.09090909090909091	0.05555555555555555	0.056910569105691054	0.0	0.4	0.0	0.04918032786885246	0.0	0.18181818181818182	0.0	0.06666666666666667	0.0	0.005479452054794521	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.00909090909090909	0.10526315789473684	0.0	0.04827586206896552	0.14285714285714285	0.25	0.02608695652173913	0.0	0.46153846153846156	0.136986301369863	0.0	0.08695652173913043	0.0	0.0	0.09375	0.0	0.0	0.0	0.2222222222222222	0.0	0.08108108108108109	0.0	0.08108108108108109
Hylemonella	0.2661290322580645	0.0	0.020202020202020204	0.0	0.079155672823219	0.0	0.5	0.0	0.03225806451612903	0.12396694214876033	0.25	0.0	0.06666666666666667	0.0	0.13636363636363635	0.0	1.0	0.07017543859649122	0.015151515151515152	0.07142857142857142	0.09375	0.09090909090909091	0.0	0.08130081300813008	0.0	0.4	1.0	0.09836065573770492	0.05714285714285714	0.18181818181818182	0.0	0.13333333333333333	0.0	0.0027397260273972603	0.0	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.05454545454545454	0.10526315789473684	0.0	0.06206896551724138	0.0	0.25	0.02608695652173913	0.0	0.49230769230769234	0.1095890410958904	0.0	0.14782608695652175	0.0	0.15	0.15625	0.1	0.0	0.0	0.2222222222222222	0.0	0.08108108108108109	0.3333333333333333	0.10810810810810811
Hymenobacter	0.28225806451612906	0.0	0.030303030303030304	0.0	0.0870712401055409	0.0	0.5	0.11904761904761904	0.0	0.09917355371900827	0.25	0.0	0.03333333333333333	0.0	0.10606060606060606	0.0	1.0	0.017543859649122806	0.045454545454545456	0.03571428571428571	0.0	0.09090909090909091	0.0	0.04878048780487805	0.0	0.2	1.0	0.01639344262295082	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.00410958904109589	0.03225806451612903	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.05454545454545454	0.10526315789473684	0.0	0.05517241379310345	0.0	0.125	0.0782608695652174	0.0	0.5230769230769231	0.0684931506849315	0.0	0.14782608695652175	0.0	0.15	0.125	0.1	0.0	0.0	0.3333333333333333	0.0	0.043243243243243246	0.0	0.16216216216216217
Hyperthermus	0.13709677419354838	0.0	0.0	0.0	0.044854881266490766	0.0	0.75	0.0	0.03225806451612903	0.0743801652892562	0.0	0.5555555555555556	0.03333333333333333	0.0	0.015151515151515152	0.0	0.0	0.07017543859649122	0.045454545454545456	0.0	0.09375	0.07272727272727272	0.2222222222222222	0.056910569105691054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00684931506849315	0.06451612903225806	0.0	0.06521739130434782	0.0	0.0	0.0	0.0	0.0	0.02631578947368421	0.0	0.034482758620689655	0.0	0.0	0.043478260869565216	0.0	0.23076923076923078	0.0	0.0	0.0782608695652174	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.016216216216216217	0.3333333333333333	0.08108108108108109
Hyphomicrobium	0.3790322580645161	0.043478260869565216	0.010101010101010102	0.0	0.16094986807387862	0.0	0.75	0.0	0.06451612903225806	0.26859504132231404	0.75	0.1111111111111111	0.03333333333333333	0.0	0.07575757575757576	0.0	1.0	0.2982456140350877	0.06060606060606061	0.21428571428571427	0.375	0.09090909090909091	0.16666666666666666	0.18699186991869918	0.0	0.2	0.0	0.14754098360655737	0.08571428571428572	0.18181818181818182	0.4	0.06666666666666667	0.0	0.005479452054794521	0.2903225806451613	0.0	0.06521739130434782	0.0	0.0	0.5	0.14285714285714285	0.01818181818181818	0.13157894736842105	0.25	0.1103448275862069	0.0	0.25	0.05217391304347826	0.0	0.5076923076923077	0.1506849315068493	0.2	0.2	0.0	0.3	0.125	0.3	0.2	0.0	0.5555555555555556	0.0	0.14054054054054055	0.0	0.05405405405405406
Hyphomonas	0.3225806451612903	0.014492753623188406	0.010101010101010102	0.0	0.10026385224274406	0.0	0.5	0.023809523809523808	0.06451612903225806	0.1652892561983471	0.25	0.0	0.06666666666666667	0.05555555555555555	0.10606060606060606	0.0	1.0	0.08771929824561403	0.06060606060606061	0.07142857142857142	0.09375	0.09090909090909091	0.05555555555555555	0.056910569105691054	0.0	0.2	1.0	0.01639344262295082	0.05714285714285714	0.18181818181818182	0.0	0.0	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.02727272727272727	0.13157894736842105	0.25	0.041379310344827586	0.0	0.25	0.043478260869565216	0.0	0.5230769230769231	0.0958904109589041	0.0	0.1826086956521739	0.0	0.15	0.125	0.2	0.2	0.0	0.3333333333333333	0.0	0.07027027027027027	0.3333333333333333	0.16216216216216217
Idiomarina	0.3064516129032258	0.028985507246376812	0.010101010101010102	0.0	0.12401055408970976	0.0	0.25	0.0	0.03225806451612903	0.2066115702479339	0.25	0.0	0.06666666666666667	0.05555555555555555	0.09090909090909091	0.0	1.0	0.12280701754385964	0.045454545454545456	0.07142857142857142	0.125	0.14545454545454545	0.0	0.08130081300813008	0.0	0.2	1.0	0.04918032786885246	0.14285714285714285	0.2727272727272727	0.0	0.06666666666666667	0.0	0.00410958904109589	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.125	0.0	0.00909090909090909	0.10526315789473684	0.25	0.06206896551724138	0.0	0.25	0.034782608695652174	0.0	0.6307692307692307	0.1232876712328767	0.2	0.2956521739130435	0.0	0.15	0.125	0.1	0.0	0.0	0.6666666666666666	0.6666666666666666	0.11351351351351352	0.0	0.32432432432432434
Ignatzschineria	0.20161290322580644	0.0	0.0	0.0	0.05804749340369393	0.0	0.5	0.0	0.0	0.07851239669421488	0.25	0.0	0.0	0.0	0.030303030303030304	0.0	1.0	0.05263157894736842	0.045454545454545456	0.03571428571428571	0.0625	0.05454545454545454	0.0	0.016260162601626018	0.0	0.2	0.0	0.03278688524590164	0.0	0.09090909090909091	0.0	0.0	0.0	0.00410958904109589	0.06451612903225806	0.0	0.0	0.0	0.0	0.0	0.0	0.00909090909090909	0.02631578947368421	0.0	0.034482758620689655	0.0	0.125	0.017391304347826087	0.0	0.4	0.0684931506849315	0.0	0.06956521739130435	0.0	0.1	0.15625	0.0	0.0	0.0	0.2222222222222222	0.0	0.05945945945945946	0.0	0.1891891891891892
Ignavibacterium	0.24193548387096775	0.0	0.010101010101010102	0.0	0.12401055408970976	0.0	0.75	0.0	0.0	0.17355371900826447	0.75	0.5555555555555556	0.06666666666666667	0.0	0.19696969696969696	0.0	0.5	0.19298245614035087	0.22727272727272727	0.10714285714285714	0.1875	0.14545454545454545	0.2777777777777778	0.10569105691056911	0.0	0.6	1.0	0.03278688524590164	0.05714285714285714	0.18181818181818182	0.0	0.06666666666666667	0.0	0.0027397260273972603	0.12903225806451613	0.0	0.08695652173913043	0.0	0.0	0.125	0.0	0.02727272727272727	0.07894736842105263	0.25	0.0896551724137931	0.0	0.125	0.09565217391304348	0.0	0.5846153846153846	0.1095890410958904	0.2	0.22608695652173913	0.0	0.1	0.09375	0.1	0.0	0.0	0.3333333333333333	0.6666666666666666	0.07567567567567568	0.0	0.2972972972972973
Ignicoccus	0.1774193548387097	0.014492753623188406	0.0	0.0	0.026385224274406333	0.0	0.75	0.0	0.0	0.0371900826446281	0.0	0.0	0.0	0.0	0.015151515151515152	0.0	0.0	0.0	0.0	0.0	0.0	0.07272727272727272	0.1111111111111111	0.07317073170731707	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05263157894736842	0.0	0.013793103448275862	0.0	0.0	0.008695652173913044	0.0	0.23076923076923078	0.0273972602739726	0.0	0.034782608695652174	0.0	0.0	0.09375	0.2	0.0	0.0	0.0	0.0	0.010810810810810811	0.0	0.02702702702702703
Ignisphaera	0.25806451612903225	0.0	0.0	0.0	0.044854881266490766	0.0	0.75	0.0	0.0	0.07024793388429752	0.0	0.1111111111111111	0.03333333333333333	0.0	0.030303030303030304	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.09090909090909091	0.05555555555555555	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027397260273972603	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.00909090909090909	0.13157894736842105	0.0	0.013793103448275862	0.0	0.0	0.02608695652173913	0.0	0.27692307692307694	0.0136986301369863	0.0	0.0782608695652174	0.0	0.0	0.09375	0.0	0.0	0.0	0.0	0.3333333333333333	0.005405405405405406	0.0	0.05405405405405406
Ilumatobacter	0.4274193548387097	0.014492753623188406	0.015151515151515152	0.0	0.1662269129287599	0.0	0.5	0.023809523809523808	0.06451612903225806	0.23140495867768596	0.25	0.1111111111111111	0.0	0.05555555555555555	0.06060606060606061	0.0	1.0	0.19298245614035087	0.030303030303030304	0.17857142857142858	0.25	0.09090909090909091	0.16666666666666666	0.08943089430894309	0.0	0.6	0.0	0.14754098360655737	0.08571428571428572	0.18181818181818182	0.4	0.0	0.0	0.00821917808219178	0.16129032258064516	0.0	0.043478260869565216	0.0	0.0	0.125	0.2857142857142857	0.05454545454545454	0.21052631578947367	0.25	0.1103448275862069	0.0	0.25	0.1391304347826087	0.0	0.6307692307692307	0.136986301369863	0.0	0.2782608695652174	0.0	0.3	0.15625	0.3	0.0	0.0	0.3333333333333333	0.6666666666666666	0.08648648648648649	0.0	0.43243243243243246
Ilyobacter	0.3629032258064516	0.014492753623188406	0.0	0.0	0.14511873350923482	0.0	0.5	0.0	0.0	0.2066115702479339	0.75	0.5555555555555556	0.0	0.0	0.12121212121212122	0.0	0.5	0.07017543859649122	0.16666666666666666	0.10714285714285714	0.0625	0.07272727272727272	0.2777777777777778	0.13821138211382114	0.0	0.2	0.0	0.13114754098360656	0.05714285714285714	0.18181818181818182	0.2	0.0	0.0	0.00410958904109589	0.0967741935483871	0.0	0.06521739130434782	0.0	0.0	0.125	0.0	0.06363636363636363	0.10526315789473684	0.25	0.07586206896551724	0.0	0.25	0.08695652173913043	0.0	0.5846153846153846	0.1095890410958904	0.0	0.1826086956521739	0.0	0.45	0.09375	0.2	0.0	0.0	0.1111111111111111	0.0	0.05945945945945946	0.0	0.40540540540540543
Imtechella	0.24193548387096775	0.0	0.005050505050505051	0.0	0.07651715039577836	0.0	0.25	0.0	0.0	0.11570247933884298	0.25	0.0	0.0	0.05555555555555555	0.06060606060606061	0.0	1.0	0.017543859649122806	0.045454545454545456	0.0	0.0	0.10909090909090909	0.0	0.06504065040650407	0.0	0.2	0.0	0.03278688524590164	0.0	0.09090909090909091	0.0	0.0	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.01818181818181818	0.02631578947368421	0.25	0.034482758620689655	0.0	0.125	0.09565217391304348	0.0	0.49230769230769234	0.0684931506849315	0.0	0.16521739130434782	0.0	0.05	0.09375	0.1	0.0	0.0	0.0	0.3333333333333333	0.021621621621621623	0.0	0.13513513513513514
Indibacter	0.3548387096774194	0.0	0.030303030303030304	0.0	0.09762532981530343	0.0	0.75	0.11904761904761904	0.0	0.14049586776859505	0.25	0.1111111111111111	0.0	0.05555555555555555	0.15151515151515152	0.0	1.0	0.03508771929824561	0.045454545454545456	0.0	0.03125	0.12727272727272726	0.05555555555555555	0.06504065040650407	0.0	0.4	0.0	0.03278688524590164	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.00410958904109589	0.06451612903225806	0.0	0.08695652173913043	0.0	0.0	0.0	0.0	0.06363636363636363	0.02631578947368421	0.25	0.041379310344827586	0.0	0.125	0.09565217391304348	0.0	0.5538461538461539	0.0958904109589041	0.0	0.14782608695652175	0.0	0.15	0.15625	0.1	0.0	0.0	0.1111111111111111	0.0	0.05405405405405406	0.0	0.16216216216216217
Inquilinus	0.3064516129032258	0.014492753623188406	0.06565656565656566	0.0	0.1266490765171504	0.0	0.5	0.023809523809523808	0.06451612903225806	0.15702479338842976	0.75	0.0	0.06666666666666667	0.0	0.22727272727272727	0.0	1.0	0.12280701754385964	0.015151515151515152	0.03571428571428571	0.15625	0.09090909090909091	0.0	0.08943089430894309	0.0	0.4	1.0	0.19672131147540983	0.05714285714285714	0.18181818181818182	0.0	0.0	0.0	0.0027397260273972603	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.125	0.0	0.11818181818181818	0.18421052631578946	0.25	0.06896551724137931	0.14285714285714285	0.25	0.12173913043478261	0.0	0.46153846153846156	0.1095890410958904	0.0	0.17391304347826086	0.0	0.15	0.125	0.2	0.2	0.0	0.0	0.0	0.08108108108108109	0.3333333333333333	0.35135135135135137
Intestinibacter	0.22580645161290322	0.0	0.0	0.0	0.052770448548812667	0.0	0.75	0.0	0.0	0.10743801652892562	0.25	0.0	0.0	0.0	0.06060606060606061	0.0	0.0	0.0	0.0	0.03571428571428571	0.0	0.05454545454545454	0.0	0.024390243902439025	0.0	0.2	0.0	0.01639344262295082	0.02857142857142857	0.09090909090909091	0.0	0.0	0.0	0.0027397260273972603	0.06451612903225806	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.05454545454545454	0.02631578947368421	0.0	0.013793103448275862	0.0	0.125	0.06956521739130435	0.0	0.4307692307692308	0.0410958904109589	0.0	0.09565217391304348	0.0	0.05	0.09375	0.0	0.0	0.0	0.0	0.0	0.021621621621621623	0.3333333333333333	0.1891891891891892
Intrasporangium	0.4596774193548387	0.0	0.08080808080808081	0.0	0.22163588390501318	0.0	0.5	0.023809523809523808	0.0967741935483871	0.32231404958677684	1.0	0.6666666666666666	0.03333333333333333	0.1111111111111111	0.2727272727272727	0.0	1.0	0.21052631578947367	0.2727272727272727	0.21428571428571427	0.15625	0.14545454545454545	0.2777777777777778	0.13821138211382114	0.0	0.6	1.0	0.21311475409836064	0.14285714285714285	0.09090909090909091	0.4	0.0	0.0	0.005479452054794521	0.1935483870967742	0.0	0.10869565217391304	0.0	0.0	0.125	0.2857142857142857	0.13636363636363635	0.10526315789473684	0.25	0.1103448275862069	0.0	0.125	0.1565217391304348	0.0	0.6461538461538462	0.136986301369863	0.2	0.28695652173913044	0.0	0.3	0.125	0.3	0.0	0.0	0.3333333333333333	0.3333333333333333	0.08648648648648649	0.0	0.5135135135135135
Isoptericola	0.3548387096774194	0.0	0.025252525252525252	0.0	0.158311345646438	0.0	0.5	0.0	0.06451612903225806	0.2396694214876033	1.0	0.0	0.03333333333333333	0.05555555555555555	0.16666666666666666	0.0	0.5	0.08771929824561403	0.09090909090909091	0.25	0.125	0.05454545454545454	0.0	0.06504065040650407	0.0	0.2	0.0	0.06557377049180328	0.08571428571428572	0.0	0.0	0.0	0.0	0.00684931506849315	0.06451612903225806	0.0	0.10869565217391304	0.0	0.0	0.125	0.2857142857142857	0.045454545454545456	0.10526315789473684	0.25	0.07586206896551724	0.14285714285714285	0.0	0.14782608695652175	0.0	0.3384615384615385	0.1095890410958904	0.4	0.16521739130434782	0.0	0.35	0.09375	0.2	0.0	0.0	0.4444444444444444	0.0	0.07567567567567568	0.3333333333333333	0.16216216216216217
Isosphaera	0.31451612903225806	0.014492753623188406	0.005050505050505051	0.0	0.11609498680738786	0.0	0.5	0.0	0.03225806451612903	0.2231404958677686	0.75	0.0	0.03333333333333333	0.0	0.06060606060606061	0.0	0.5	0.08771929824561403	0.045454545454545456	0.07142857142857142	0.03125	0.10909090909090909	0.05555555555555555	0.07317073170731707	0.0	0.2	0.0	0.11475409836065574	0.08571428571428572	0.18181818181818182	0.0	0.0	0.0	0.00410958904109589	0.0967741935483871	0.0	0.043478260869565216	0.0	0.0	0.75	0.14285714285714285	0.01818181818181818	0.10526315789473684	0.25	0.0896551724137931	0.0	0.125	0.08695652173913043	0.0	0.5384615384615384	0.0821917808219178	0.0	0.1391304347826087	0.0	0.15	0.09375	0.2	0.2	0.0	0.1111111111111111	0.3333333333333333	0.06486486486486487	0.0	0.21621621621621623
Janibacter	0.3064516129032258	0.0	0.025252525252525252	0.0	0.1345646437994723	0.0	0.5	0.0	0.06451612903225806	0.24380165289256198	0.75	0.2222222222222222	0.0	0.0	0.09090909090909091	0.0	1.0	0.14035087719298245	0.030303030303030304	0.32142857142857145	0.09375	0.10909090909090909	0.16666666666666666	0.10569105691056911	0.0	0.2	1.0	0.08196721311475409	0.11428571428571428	0.09090909090909091	0.4	0.0	0.0	0.00684931506849315	0.25806451612903225	0.0	0.06521739130434782	0.0	0.0	0.375	0.2857142857142857	0.02727272727272727	0.07894736842105263	0.25	0.10344827586206896	0.14285714285714285	0.125	0.0782608695652174	0.0	0.5538461538461539	0.1095890410958904	0.2	0.21739130434782608	0.0	0.3	0.125	0.3	0.0	0.0	0.4444444444444444	0.0	0.08108108108108109	0.0	0.1891891891891892
Jannaschia	0.3870967741935484	0.043478260869565216	0.050505050505050504	0.0	0.18997361477572558	0.0	0.5	0.047619047619047616	0.12903225806451613	0.23553719008264462	0.75	0.2222222222222222	0.06666666666666667	0.05555555555555555	0.10606060606060606	0.0	1.0	0.15789473684210525	0.13636363636363635	0.17857142857142858	0.21875	0.09090909090909091	0.3888888888888889	0.17886178861788618	0.0	0.2	0.0	0.22950819672131148	0.11428571428571428	0.18181818181818182	0.4	0.0	0.0	0.005479452054794521	0.12903225806451613	0.0	0.06521739130434782	0.0	0.0	0.75	0.14285714285714285	0.07272727272727272	0.23684210526315788	0.25	0.07586206896551724	0.0	0.125	0.12173913043478261	0.0	0.6	0.1095890410958904	0.4	0.24347826086956523	0.0	0.3	0.125	0.3	0.0	0.0	0.7777777777777778	0.0	0.08108108108108109	0.3333333333333333	0.35135135135135137
Janthinobacterium	0.41935483870967744	0.057971014492753624	0.025252525252525252	0.0	0.20052770448548812	0.0	0.5	0.0	0.0967741935483871	0.2892561983471074	0.25	0.1111111111111111	0.1	0.0	0.22727272727272727	0.10526315789473684	1.0	0.21052631578947367	0.09090909090909091	0.21428571428571427	0.28125	0.16363636363636364	0.05555555555555555	0.14634146341463414	0.0	0.4	0.0	0.11475409836065574	0.14285714285714285	0.18181818181818182	0.2	0.06666666666666667	0.0	0.005479452054794521	0.1935483870967742	0.0	0.08695652173913043	0.0	0.0	0.125	0.2857142857142857	0.07272727272727272	0.15789473684210525	0.25	0.1103448275862069	0.0	0.25	0.11304347826086956	0.0	0.6307692307692307	0.1643835616438356	0.2	0.2956521739130435	0.0	0.3	0.1875	0.3	0.4	0.0	0.7777777777777778	0.6666666666666666	0.15135135135135136	0.3333333333333333	0.40540540540540543
